timestamp,no2,hcho,temperature,wind_speed,wind_direction,humidity,pressure,pm25,aqi,hour,day_of_week,month,day_of_year,is_weekend,hour_sin,hour_cos,month_sin,month_cos,wind_u,wind_v,no2_lag1,no2_lag3,no2_lag6,no2_lag24,hcho_lag1,hcho_lag3,hcho_lag6,hcho_lag24,aqi_lag1,aqi_lag3,aqi_lag6,aqi_lag24,no2_rolling_mean_6h,no2_rolling_std_6h,no2_rolling_mean_24h,hcho_rolling_mean_6h,hcho_rolling_std_6h,hcho_rolling_mean_24h,aqi_rolling_mean_6h,aqi_rolling_std_6h,aqi_rolling_mean_24h,temp_humidity,no2_wind_interaction
2025-07-06 00:00:00,15.92008914727094,8.060211250714154,27.423655250139532,6.333326691629308,196.80381536303221,71.23252389216002,101383.85370923048,41.16052565006028,114.9379777313042,0,6,7,187,1,0.0,1.0,-0.4999999999999998,-0.8660254037844388,-6.062895216331169,-1.830936530492759,,,,,,,,,,,,,15.92008914727094,,15.92008914727094,8.060211250714154,,8.060211250714154,114.9379777313042,,114.9379777313042,1953.4561778159236,2.47462781083157
2025-07-06 01:00:00,14.242812887679268,8.437786705811325,26.89089931708991,5.020953976434794,318.4123419348333,67.68856257711398,100489.11936333592,38.70393027177667,108.88907453854557,1,6,7,187,1,0.25881904510252074,0.9659258262890683,-0.4999999999999998,-0.8660254037844388,3.7553777787622544,-3.3327340986425913,15.92008914727094,,,,8.060211250714154,,,,114.9379777313042,,,,15.081451017475104,1.186013417080479,15.081451017475104,8.24899897826274,0.26698616470880565,8.24899897826274,111.9135261349249,4.27722046634059,111.9135261349249,1820.2063211797122,2.7812811740196715
2025-07-06 02:00:00,16.99570906693824,9.400677640848047,27.976553423875675,3.982587589555562,199.43757198112715,65.21330705433004,102680.16582216744,38.893233140418445,109.35519717992482,2,6,7,187,1,0.49999999999999994,0.8660254037844387,-0.4999999999999998,-0.8660254037844388,-3.7555985718344855,-1.325323838054969,14.242812887679268,,,,8.437786705811325,,,,108.88907453854557,,,,15.719537033962816,1.3873626800728522,15.719537033962816,8.632891865791175,0.6912033372009414,8.632891865791175,111.06074981659152,3.36585647438687,111.06074981659152,1824.443568753073,4.162974754153021
2025-07-06 03:00:00,20.227813797678664,10.061265112918708,29.328650609976684,5.2425153141341365,192.44131889627113,73.73035257022664,101584.93550905095,39.87486611016314,111.77228338683386,3,6,7,187,1,0.7071067811865475,0.7071067811865476,-0.4999999999999998,-0.8660254037844388,-5.1194062068893205,-1.1294453983234611,16.99570906693824,15.92008914727094,,,9.400677640848047,8.060211250714154,,,109.35519717992482,114.9379777313042,,,16.84660622489178,2.522761049975009,16.84660622489178,8.989985177573057,0.9102585175922411,8.989985177573057,111.23863320915211,2.771142341377792,111.23863320915211,2162.4117498825735,3.786196689818379
2025-07-06 04:00:00,15.770597162078628,6.167812795324344,28.192787722404965,3.6019533891974342,70.36488013262397,79.62715129746518,101430.0041540113,51.22988697586734,139.73188250339194,4,6,7,187,1,0.8660254037844386,0.5000000000000001,-0.4999999999999998,-0.8660254037844388,1.2103606070614181,3.3925057728506225,20.227813797678664,14.242812887679268,,,10.061265112918708,8.437786705811325,,,111.77228338683386,108.88907453854557,,,16.631404412329147,2.2371413873746255,16.631404412329147,8.425550701123315,1.4880723496061596,8.425550701123315,116.93728306800008,12.966590665085109,116.93728306800008,2244.9113734692587,4.260074480704798
2025-07-06 05:00:00,16.71293459700353,6.47416781625064,28.916347004871557,3.846827068987926,59.84257033859714,72.91837303575323,101632.58199213928,47.92745901087047,131.60027595641472,5,6,7,187,1,0.9659258262890683,0.25881904510252074,-0.4999999999999998,-0.8660254037844388,1.9325599739879529,3.3261524988547833,15.770597162078628,16.99570906693824,,,6.167812795324344,9.400677640848047,,,139.73188250339194,109.35519717992482,,,16.644992776441544,2.00123690039912,16.644992776441544,8.100320220311202,1.5511726686689609,8.100320220311202,119.38111521606919,13.05143180606305,119.38111521606919,2108.53297773251,4.234524164568777
2025-07-06 06:00:00,23.06116034861934,5.804087294694222,31.50615391263569,7.989570803925409,329.93609440158514,80.07841118235812,101679.7054902933,44.89184812342658,124.12565618331168,6,6,7,187,1,1.0,6.123233995736766e-17,-0.4999999999999998,-0.8660254037844388,6.914711342372091,-4.002500303886069,16.71293459700353,20.227813797678664,15.92008914727094,,6.47416781625064,10.061265112918708,8.060211250714154,,131.60027595641472,111.77228338683386,114.9379777313042,,17.835171309999613,3.230087213987324,17.561588143895516,7.724299560974547,1.8140237562879642,7.772286945223063,120.91239495807044,12.9645644225582,120.05890678281811,2522.962747790702,2.850727301555858
2025-07-06 07:00:00,21.296375827660118,7.339424294405674,31.470832961588773,3.686402265780928,118.02175158601227,89.16060038444552,101254.72325724878,50.60439336947278,138.19172236704352,7,6,7,187,1,0.9659258262890683,-0.25881904510252063,-0.4999999999999998,-0.8660254037844388,-1.7318965878305594,3.2542427497369686,23.06116034861934,15.770597162078628,14.242812887679268,,5.804087294694222,6.167812795324344,8.437786705811325,,124.12565618331168,139.73188250339194,108.88907453854557,,19.010765133329752,2.9308732386020258,18.028436604366092,7.541239159073605,1.7827736447676017,7.718179113870889,125.79616959615343,13.048425551274285,122.32550873084628,2805.9583614538524,5.624435633826623
2025-07-06 08:00:00,17.851401784855938,8.389991644735648,30.957466711193348,4.269712274259788,133.94961178664255,83.77553681410558,101009.37943187964,49.839221880008196,136.3076317648443,8,6,7,187,1,0.8660254037844387,-0.49999999999999983,-0.4999999999999998,-0.8660254037844388,-2.9632891343165224,3.0739811989350763,21.296375827660118,16.71293459700353,16.99570906693824,,7.339424294405674,6.47416781625064,9.400677640848047,,138.19172236704352,131.60027595641472,109.35519717992482,,19.153380586316036,2.8323745205134125,18.008766068864965,7.372791493054873,1.611460887498093,7.792824950633641,130.28824202697334,10.68101138868387,123.87907795684607,2593.4783921350263,4.0852579447876565
2025-07-06 09:00:00,20.697074334124302,9.1714558579498,32.59082148427391,7.417117608523501,273.5365170342198,85.28877535746813,101624.72534316086,43.85474383029939,121.57198229571208,9,6,7,187,1,0.7071067811865476,-0.7071067811865475,-0.4999999999999998,-0.8660254037844388,0.4575225321427531,-7.402993094097216,17.851401784855938,23.06116034861934,20.227813797678664,,8.389991644735648,5.804087294694222,10.061265112918708,,136.3076317648443,124.12565618331168,111.77228338683386,,19.231590675723645,2.874147173514271,18.277596895390896,7.224489950560055,1.3311178736296627,7.930688041365256,131.92152517845304,7.583492568045129,123.64836839073266,2779.6312522875833,2.7533258639796094
2025-07-06 10:00:00,17.133346914509723,7.576527547602363,32.06159961566915,5.460095303687464,121.97645367221065,76.95563938466363,101517.85542026573,43.55737885263379,120.8397770743244,10,6,7,187,1,0.49999999999999994,-0.8660254037844387,-0.4999999999999998,-0.8660254037844388,-2.891506518499286,4.631612114461448,20.697074334124302,21.296375827660118,15.770597162078628,,9.1714558579498,7.339424294405674,6.167812795324344,,121.57198229571208,138.19172236704352,139.73188250339194,,19.45871563446216,2.585275465933517,18.173574169856245,7.459275742606391,1.2276800575015547,7.898491632841357,128.77284094027513,7.6140000335908935,123.39304190742283,2467.320898118905,3.0814843952669047
